pair_id,condition_id,dataset_id,encoder_id,projection_dim,intervention,task,tau,balanced_accuracy
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.6,0.9384999999999999
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.7,0.9362999999999999
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.8,0.9309000000000001
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.9,0.9212
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,1.0,0.9079999999999998
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.0,0.6363000000000001
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.1,0.6728000000000001
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.2,0.6920000000000001
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.3,0.6996999999999999
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.4,0.7051999999999999
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.5,0.705
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.6,0.7038999999999999
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.7,0.701
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.8,0.6957999999999999
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.9,0.6916
cifar100__vit_b_16_imagenet1k_v1__d64__all_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,all_reflect,original,1.0,0.6844000000000001
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.0,0.6884999999999999
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.1,0.7519
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.2,0.7896
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.3,0.8068000000000001
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.4,0.8180999999999998
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.5,0.8212
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.6,0.8205999999999999
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.7,0.8169
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.8,0.8107000000000001
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.9,0.804
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,1.0,0.7931999999999999
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.0,0.6363000000000001
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.1,0.6728000000000001
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.2,0.6920000000000001
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.3,0.6996999999999999
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.4,0.7051999999999999
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.5,0.705
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.6,0.7038999999999999
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.7,0.701
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.8,0.6957999999999999
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.9,0.6916
cifar100__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,1.0,0.6844000000000001
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.0,0.4987919073101554
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.1,0.6672524710016862
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.2,0.7462087237492666
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.3,0.7692752432187542
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.4,0.7639725155189971
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.5,0.7360745094339469
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.6,0.7059525307070705
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.7,0.6645590980733369
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.8,0.6403246831900552
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.9,0.6242150104617445
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,1.0,0.6230438805220011
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,original,0.0,0.40820366421206405
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,original,0.1,0.47684691658485523
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,original,0.2,0.5154808520996601
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,original,0.3,0.516266756949518
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,original,0.4,0.509179068304407
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,original,0.5,0.49990166629949784
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,original,0.6,0.49049400678178084
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,original,0.7,0.4769503923767937
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,original,0.8,0.47943549149742104
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,original,0.9,0.4722345904239618
dermamnist__resnet18_imagenet1k_v1__d128__all_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,all_reflect,original,1.0,0.4640916913915367
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.0,0.3998638831153925
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.1,0.5028381491311149
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.2,0.5724702886746834
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.3,0.5804296887087226
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.4,0.5794162961620167
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.5,0.5693828392536623
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.6,0.5667564496956866
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.7,0.5442712002657908
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.8,0.5367708459918293
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.9,0.5282791699258945
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,1.0,0.5370274833277847
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.0,0.40820366421206405
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.1,0.47684691658485523
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.2,0.5154808520996601
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.3,0.516266756949518
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.4,0.509179068304407
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.5,0.49990166629949784
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.6,0.49049400678178084
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.7,0.4769503923767937
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.8,0.47943549149742104
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.9,0.4722345904239618
dermamnist__resnet18_imagenet1k_v1__d128__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,hash_half_reflect,original,1.0,0.4640916913915367
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.0,0.3961900994807627
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.1,0.47622582546729175
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.2,0.5207449903655582
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.3,0.5699600255470504
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.4,0.6273835490054792
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.5,0.6386834563303802
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.6,0.6546107418792805
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.7,0.653344309809999
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.8,0.6247365924577668
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.9,0.6133380321429761
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,1.0,0.6101116885464711
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,original,0.0,0.3453209160628594
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,original,0.1,0.38416936299489307
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,original,0.2,0.41727348048495166
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,original,0.3,0.43387154233469516
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,original,0.4,0.45015054057949994
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,original,0.5,0.4516069816575949
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,original,0.6,0.4564154000460593
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,original,0.7,0.4494772189431214
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,original,0.8,0.4260313218271802
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,original,0.9,0.41940546972833725
dermamnist__resnet18_imagenet1k_v1__d64__all_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,all_reflect,original,1.0,0.4098611194694827
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.0,0.4186504492953726
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.1,0.49380391255210526
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.2,0.540563541866699
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.3,0.5753866844149258
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.4,0.5949388052134942
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.5,0.5880790922146104
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.6,0.613702959208971
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.7,0.6155999329156904
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.8,0.5786165332747325
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.9,0.5728282072697276
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,counterfactual,1.0,0.5689612486828318
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,original,0.0,0.3453209160628594
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,original,0.1,0.38416936299489307
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,original,0.2,0.41727348048495166
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,original,0.3,0.43387154233469516
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,original,0.4,0.45015054057949994
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,original,0.5,0.4516069816575949
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,original,0.6,0.4564154000460593
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,original,0.7,0.4494772189431214
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,original,0.8,0.4260313218271802
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,original,0.9,0.41940546972833725
dermamnist__resnet18_imagenet1k_v1__d64__hash_half_reflect,dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,hash_half_reflect,original,1.0,0.4098611194694827
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,counterfactual,0.0,0.6003146395457005
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,counterfactual,0.1,0.7687807140133638
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,counterfactual,0.2,0.8594274133069211
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,counterfactual,0.3,0.8468694795647738
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,counterfactual,0.4,0.839659323310636
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,counterfactual,0.5,0.814312984999403
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,counterfactual,0.6,0.7768136942893795
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,counterfactual,0.7,0.7493656859340622
